"성별","연령계층별","시점","15세이상인구[천명]","경제활동인구[천명]","취업자[천명]","실업자[천명]","비경제활동인구[천명]","경제활동참가율[%]","실업률[%]","고용률[%]",
"계","15 - 19세","2011. 11 월","3355.5","213.3","196.6","16.7","3142.2","6.4","7.8","5.9",
"계","15 - 19세","2011. 12 월","3357","261.9","228.9","33","3095.1","7.8","12.6","6.8",
"계","15 - 19세","2012. 01 월","3352.4","306.5","267.7","38.9","3045.8","9.1","12.7","8",
"계","15 - 19세","2012. 02 월","3349.7","268.2","243.7","24.5","3081.5","8","9.1","7.3",
"계","15 - 19세","2012. 03 월","3346.7","224.4","203.3","21.1","3122.3","6.7","9.4","6.1",
"계","15 - 19세","2012. 04 월","3343.1","242.5","226.7","15.8","3100.6","7.3","6.5","6.8",
"계","15 - 19세","2012. 05 월","3341.5","248.1","233.2","14.9","3093.4","7.4","6","7",
"계","15 - 19세","2012. 06 월","3337.3","240","216.8","23.1","3097.3","7.2","9.6","6.5",
"계","15 - 19세","2012. 07 월","3333.6","320","284.7","35.3","3013.6","9.6","11","8.5",
"계","15 - 19세","2012. 08 월","3327.9","287.3","270.5","16.7","3040.7","8.6","5.8","8.1",
"계","15 - 19세","2012. 09 월","3321.8","220.6","201.1","19.5","3101.2","6.6","8.8","6.1",
"계","15 - 19세","2012. 10 월","3315.8","218.4","203.7","14.6","3097.4","6.6","6.7","6.1",
"계","15 - 19세","2012. 11 월","3311.3","222.7","205.4","17.3","3088.6","6.7","7.8","6.2",
"계","15 - 19세","2012. 12 월","3310.3","266.1","236","30.1","3044.2","8","11.3","7.1",
"계","15 - 19세","2013. 01 월","3303.6","322.3","289.5","32.8","2981.3","9.8","10.2","8.8",
"계","15 - 19세","2013. 02 월","3299.4","288.7","259.9","28.8","3010.7","8.8","10","7.9",
"계","15 - 19세","2013. 03 월","3293.3","217.2","198.5","18.7","3076.1","6.6","8.6","6",
"계","15 - 19세","2013. 04 월","3288","208.9","181.2","27.6","3079.1","6.4","13.2","5.5",
"계","15 - 19세","2013. 05 월","3283.1","222.9","200.1","22.7","3060.2","6.8","10.2","6.1",
"계","15 - 19세","2013. 06 월","3278.7","226.6","203.4","23.2","3052.1","6.9","10.2","6.2",
"계","15 - 19세","2013. 07 월","3273","306.4","260.9","45.4","2966.6","9.4","14.8","8",
"계","15 - 19세","2013. 08 월","3266.2","266.2","244.7","21.6","2999.9","8.2","8.1","7.5",
"계","15 - 19세","2013. 09 월","3259.4","220.7","206.1","14.5","3038.7","6.8","6.6","6.3",
"계","15 - 19세","2013. 10 월","3252.6","222.6","208.1","14.5","3030","6.8","6.5","6.4",
"계","15 - 19세","2013. 11 월","3246.1","218.6","202.6","16","3027.5","6.7","7.3","6.2",
"계","15 - 19세","2013. 12 월","3239.5","286.5","242.7","43.9","2953","8.8","15.3","7.5",
"계","15 - 19세","2014. 01 월","3232.2","339.5","283.2","56.4","2892.6","10.5","16.6","8.8",
"계","15 - 19세","2014. 02 월","3225.7","315.2","282.2","33","2910.6","9.8","10.5","8.7",
"계","15 - 19세","2014. 03 월","3218.7","244.5","226.6","17.9","2974.1","7.6","7.3","7",
"계","15 - 19세","2014. 04 월","3211.7","241.7","222.2","19.6","2969.9","7.5","8.1","6.9",
"계","15 - 19세","2014. 05 월","3205","245.1","232.4","12.7","2960","7.6","5.2","7.3",
"계","15 - 19세","2014. 06 월","3198.2","257.5","235.2","22.3","2940.7","8.1","8.7","7.4",
"계","15 - 19세","2014. 07 월","3191.6","317.9","283.8","34.1","2873.7","10","10.7","8.9",
"계","15 - 19세","2014. 08 월","3186.4","298.7","276.4","22.3","2887.7","9.4","7.5","8.7",
"계","15 - 19세","2014. 09 월","3180.6","247.6","232.5","15","2933","7.8","6.1","7.3",
"계","15 - 19세","2014. 10 월","3174.2","229.2","215.1","14.1","2945","7.2","6.2","6.8",
"계","15 - 19세","2014. 11 월","3168.7","223.6","208.5","15.1","2945.1","7.1","6.8","6.6",
"계","15 - 19세","2014. 12 월","3162.8","283.7","245.4","38.2","2879.2","9","13.5","7.8",
"계","15 - 19세","2015. 01 월","3157.1","317.1","283.2","33.9","2840","10","10.7","9",
"계","15 - 19세","2015. 02 월","3151.9","303","267.8","35.2","2848.9","9.6","11.6","8.5",
"계","15 - 19세","2015. 03 월","3146.1","248.8","221.2","27.6","2897.3","7.9","11.1","7",
"계","15 - 19세","2015. 04 월","3140.7","252","229.4","22.6","2888.7","8","9","7.3",
"계","15 - 19세","2015. 05 월","3135.1","265.5","247.7","17.9","2869.5","8.5","6.7","7.9",
"계","15 - 19세","2015. 06 월","3129.4","274.8","232.8","42","2854.6","8.8","15.3","7.4",
"계","15 - 19세","2015. 07 월","3122.8","328.9","280","48.9","2793.9","10.5","14.9","9",
"계","15 - 19세","2015. 08 월","3115.3","301.6","271","30.6","2813.7","9.7","10.1","8.7",
"계","15 - 19세","2015. 09 월","3108","246.8","224.4","22.4","2861.2","7.9","9.1","7.2",
"계","15 - 19세","2015. 10 월","3100.2","240.2","220.7","19.5","2860","7.7","8.1","7.1",
"계","15 - 19세","2015. 11 월","3092.5","235.4","218.3","17.1","2857.1","7.6","7.3","7.1",
"계","15 - 19세","2015. 12 월","3085.2","274.9","244.5","30.4","2810.3","8.9","11.1","7.9",
"계","15 - 19세","2016. 01 월","3114.6","294.8","264.7","30.1","2819.8","9.5","10.2","8.5",
"계","15 - 19세","2016. 02 월","3107.2","312.1","271.5","40.6","2795.1","10","13","8.7",
"계","15 - 19세","2016. 03 월","3100.1","265.3","226.6","38.8","2834.8","8.6","14.6","7.3",
"계","15 - 19세","2016. 04 월","3092.6","259.3","228.9","30.3","2833.3","8.4","11.7","7.4",
"계","15 - 19세","2016. 05 월","3085.4","261.9","233.8","28.1","2823.5","8.5","10.7","7.6",
"계","15 - 19세","2016. 06 월","3077.7","261.8","236.6","25.3","2815.9","8.5","9.7","7.7",
"계","15 - 19세","2016. 07 월","3067.6","308.3","282.8","25.5","2759.3","10.1","8.3","9.2",
"계","15 - 19세","2016. 08 월","3055","302","277.1","24.9","2753","9.9","8.2","9.1",
"계","15 - 19세","2016. 09 월","3042.6","242","223.7","18.3","2800.6","8","7.6","7.4",
"계","15 - 19세","2016. 10 월","3030.1","237.5","215.7","21.8","2792.6","7.8","9.2","7.1",
"계","15 - 19세","2016. 11 월","3017.6","238.1","219.9","18.2","2779.5","7.9","7.6","7.3",
"계","15 - 19세","2016. 12 월","3005.1","269.9","246.5","23.4","2735.2","9","8.7","8.2",
"계","15 - 19세","2017. 01 월","2993.4","297.9","268.4","29.5","2695.5","10","9.9","9",
"계","15 - 19세","2017. 02 월","2981","303.9","273.5","30.4","2677.1","10.2","10","9.2",
"계","15 - 19세","2017. 03 월","2968.7","268.3","238.1","30.3","2700.4","9","11.3","8",
"계","15 - 19세","2017. 04 월","2956.1","294.1","264.7","29.4","2662","9.9","10","9",
"계","15 - 19세","2017. 05 월","2944","291.3","274.4","17","2652.7","9.9","5.8","9.3",
"계","15 - 19세","2017. 06 월","2931.2","283","256.8","26.1","2648.3","9.7","9.2","8.8",
"계","15 - 19세","2017. 07 월","2917.7","313.1","280.8","32.4","2604.6","10.7","10.3","9.6",
"계","15 - 19세","2017. 08 월","2903.5","282.3","254.7","27.6","2621.2","9.7","9.8","8.8",
"계","15 - 19세","2017. 09 월","2889.1","248.4","232.8","15.6","2640.7","8.6","6.3","8.1",
"계","15 - 19세","2017. 10 월","2875.4","215.3","201.6","13.6","2660.1","7.5","6.3","7",
"계","15 - 19세","2017. 11 월","2861.5","210.8","198.8","12","2650.7","7.4","5.7","6.9",
"계","15 - 19세","2017. 12 월","2847.1","232.7","216.1","16.6","2614.5","8.2","7.1","7.6",
"계","15 - 19세","2018. 01 월","2832.4","262.3","233.1","29.2","2570.1","9.3","11.1","8.2",
"계","15 - 19세","2018. 02 월","2818.2","262.7","231.9","30.8","2555.5","9.3","11.7","8.2",
"계","15 - 19세","2018. 03 월","2803","240.6","212.6","28","2562.4","8.6","11.6","7.6",
"계","15 - 19세","2018. 04 월","2789","210.7","189","21.7","2578.3","7.6","10.3","6.8",
"계","15 - 19세","2018. 05 월","2774.7","225.2","204.9","20.2","2549.6","8.1","9","7.4",
"계","15 - 19세","2018. 06 월","2760.6","224","208.7","15.3","2536.6","8.1","6.8","7.6",
"계","15 - 19세","2018. 07 월","2749.4","250.9","223.9","26.9","2498.5","9.1","10.7","8.1",
"계","15 - 19세","2018. 08 월","2738.2","237.8","210.6","27.1","2500.4","8.7","11.4","7.7",
"계","15 - 19세","2018. 09 월","2727","205.7","193.5","12.1","2521.3","7.5","5.9","7.1",
"계","15 - 19세","2018. 10 월","2715.8","192.7","181.4","11.2","2523.1","7.1","5.8","6.7",
"계","15 - 19세","2018. 11 월","2704.3","192.1","183.1","9","2512.2","7.1","4.7","6.8",
"계","15 - 19세","2018. 12 월","2693.6","202.3","183.6","18.7","2491.3","7.5","9.2","6.8",
"계","15 - 19세","2019. 01 월","2680.7","229.6","202.3","27.3","2451.1","8.6","11.9","7.5",
"계","15 - 19세","2019. 02 월","2672.5","250.7","218.9","31.9","2421.8","9.4","12.7","8.2",
"계","15 - 19세","2019. 03 월","2661.4","227","203.8","23.2","2434.4","8.5","10.2","7.7",
"계","15 - 19세","2019. 04 월","2650.9","236.1","215.7","20.4","2414.8","8.9","8.6","8.1",
"계","15 - 19세","2019. 05 월","2639","233.7","217.1","16.6","2405.3","8.9","7.1","8.2",
"계","15 - 19세","2019. 06 월","2628.6","208.2","191.1","17.1","2420.4","7.9","8.2","7.3",
"계","15 - 19세","2019. 07 월","2615.1","238","209.4","28.6","2377.1","9.1","12","8",
"계","15 - 19세","2019. 08 월","2600.2","218.2","201.8","16.4","2382","8.4","7.5","7.8",
"계","15 - 19세","2019. 09 월","2586.1","180.7","170","10.7","2405.4","7","5.9","6.6",
"계","15 - 19세","2019. 10 월","2572.2","193.6","184.2","9.4","2378.6","7.5","4.9","7.2",
"계","15 - 19세","2019. 11 월","2557.9","184.5","176","8.5","2373.4","7.2","4.6","6.9",
"계","15 - 19세","2019. 12 월","2544.6","202","188.1","13.9","2342.6","7.9","6.9","7.4",
"계","15 - 19세","2020. 01 월","2528.9","229.2","205","24.2","2299.7","9.1","10.6","8.1",
"계","15 - 19세","2020. 02 월","2515.4","213.1","194.1","19","2302.4","8.5","8.9","7.7",
"계","15 - 19세","2020. 03 월","2500.5","173.8","150.4","23.4","2326.7","7","13.5","6",
"계","15 - 19세","2020. 04 월","2485.4","147.8","129.1","18.7","2337.7","5.9","12.7","5.2",
"계","15 - 19세","2020. 05 월","2471.9","181.2","167.6","13.6","2290.7","7.3","7.5","6.8",
"계","15 - 19세","2020. 06 월","2457.3","181.8","172","9.7","2275.5","7.4","5.3","7",
"계","15 - 19세","2020. 07 월","2443.9","198.4","179.2","19.2","2245.5","8.1","9.7","7.3",
"계","15 - 19세","2020. 08 월","2430.4","183.6","169","14.6","2246.7","7.6","8","7",
"계","15 - 19세","2020. 09 월","2416.7","165.4","150.2","15.2","2251.3","6.8","9.2","6.2",
"계","15 - 19세","2020. 10 월","2403.6","153.7","144","9.7","2249.9","6.4","6.3","6",
"계","15 - 19세","2020. 11 월","2391.1","150.8","141.9","8.9","2240.3","6.3","5.9","5.9",
"계","15 - 19세","2020. 12 월","2378.7","151.6","141.1","10.5","2227.2","6.4","6.9","5.9",
"계","15 - 19세","2021. 01 월","2368.5","169.5","146.1","23.4","2199","7.2","13.8","6.2",
"계","15 - 19세","2021. 02 월","2355.6","178.9","157.2","21.6","2176.7","7.6","12.1","6.7",
"계","15 - 19세","2021. 03 월","2342.8","190.5","168.6","21.9","2152.2","8.1","11.5","7.2",
"계","15 - 19세","2021. 04 월","2329.9","194.3","176.3","18","2135.7","8.3","9.3","7.6",
"계","15 - 19세","2021. 05 월","2317.2","215.7","196.5","19.3","2101.5","9.3","8.9","8.5",
"계","20 - 24세","2011. 01 월","2674.1","1288","1152.7","135.3","1386.1","48.2","10.5","43.1",
"계","20 - 24세","2011. 02 월","2674.4","1271.2","1132.2","139","1403.2","47.5","10.9","42.3",
"계","20 - 24세","2011. 03 월","2677.1","1273","1126.7","146.3","1404.1","47.6","11.5","42.1",
"계","20 - 24세","2011. 04 월","2676.8","1282.3","1152.2","130.1","1394.5","47.9","10.1","43",
"계","20 - 24세","2011. 05 월","2686","1311.7","1207.6","104.2","1374.3","48.8","7.9","45",
"계","20 - 24세","2011. 06 월","2681.8","1304.3","1174.5","129.8","1377.5","48.6","10","43.8",
"계","20 - 24세","2011. 07 월","2689.1","1353.1","1220","133.2","1336","50.3","9.8","45.4",
"계","20 - 24세","2011. 08 월","2696.7","1291.6","1188.5","103.1","1405","47.9","8","44.1",
"계","20 - 24세","2011. 09 월","2697.6","1228.8","1130.1","98.7","1468.8","45.6","8","41.9",
"계","20 - 24세","2011. 10 월","2702.9","1269.9","1164.1","105.8","1433","47","8.3","43.1",
"계","20 - 24세","2011. 11 월","2714.3","1289.7","1179.4","110.2","1424.6","47.5","8.5","43.5",
"계","20 - 24세","2011. 12 월","2743.1","1301.4","1177.9","123.5","1441.8","47.4","9.5","42.9",
"계","20 - 24세","2012. 01 월","2741.6","1354.2","1222.1","132.1","1387.4","49.4","9.8","44.6",
"계","20 - 24세","2012. 02 월","2749.8","1342.8","1204.4","138.4","1407","48.8","10.3","43.8",
"계","20 - 24세","2012. 03 월","2756.3","1322.1","1183.7","138.4","1434.1","48","10.5","42.9",
"계","20 - 24세","2012. 04 월","2759.9","1375.2","1231.7","143.4","1384.7","49.8","10.4","44.6",
"계","20 - 24세","2012. 05 월","2773.2","1409.1","1270.1","138.9","1364.1","50.8","9.9","45.8",
"계","20 - 24세","2012. 06 월","2774","1395.3","1265.7","129.6","1378.7","50.3","9.3","45.6",
"계","20 - 24세","2012. 07 월","2783.3","1451.9","1315.7","136.2","1331.4","52.2","9.4","47.3",
"계","20 - 24세","2012. 08 월","2789.8","1347.3","1238.1","109.2","1442.4","48.3","8.1","44.4",
"계","20 - 24세","2012. 09 월","2793.7","1338.6","1240.4","98.2","1455.2","47.9","7.3","44.4",
"계","20 - 24세","2012. 10 월","2798.3","1312.1","1217.1","95","1486.2","46.9","7.2","43.5",
"계","20 - 24세","2012. 11 월","2810.1","1339.9","1245.6","94.3","1470.2","47.7","7","44.3",
"계","20 - 24세","2012. 12 월","2839.6","1352.5","1230","122.5","1487","47.6","9.1","43.3",
"계","20 - 24세","2013. 01 월","2840.9","1341.4","1220.8","120.6","1499.5","47.2","9","43",
"계","20 - 24세","2013. 02 월","2854.3","1324.1","1181.6","142.5","1530.3","46.4","10.8","41.4",
"계","20 - 24세","2013. 03 월","2858.4","1335","1182.1","153","1523.3","46.7","11.5","41.4",
"계","20 - 24세","2013. 04 월","2866.2","1358.9","1219.4","139.5","1507.3","47.4","10.3","42.5",
"계","20 - 24세","2013. 05 월","2876.2","1390.2","1276.2","114","1486","48.3","8.2","44.4",
"계","20 - 24세","2013. 06 월","2889.1","1404.9","1283.9","121","1484.2","48.6","8.6","44.4",
"계","20 - 24세","2013. 07 월","2898.6","1439","1301.7","137.3","1459.6","49.6","9.5","44.9",
"계","20 - 24세","2013. 08 월","2906.3","1367.6","1247.1","120.5","1538.6","47.1","8.8","42.9",
"계","20 - 24세","2013. 09 월","2914.3","1387.6","1273.4","114.2","1526.7","47.6","8.2","43.7",
"계","20 - 24세","2013. 10 월","2922.1","1367.3","1250.5","116.8","1554.8","46.8","8.5","42.8",
"계","20 - 24세","2013. 11 월","2931.6","1406.4","1300.9","105.4","1525.3","48","7.5","44.4",
"계","20 - 24세","2013. 12 월","2940.8","1401.1","1272","129","1539.7","47.6","9.2","43.3",
"계","20 - 24세","2014. 01 월","2946","1456.2","1312.4","143.8","1489.7","49.4","9.9","44.5",
"계","20 - 24세","2014. 02 월","2955.7","1500.5","1308.2","192.3","1455.2","50.8","12.8","44.3",
"계","20 - 24세","2014. 03 월","2962.2","1416.9","1245.7","171.2","1545.3","47.8","12.1","42.1",
"계","20 - 24세","2014. 04 월","2969.2","1458.5","1294.2","164.3","1510.7","49.1","11.3","43.6",
"계","20 - 24세","2014. 05 월","2977.9","1458","1310.7","147.3","1519.9","49","10.1","44",
"계","20 - 24세","2014. 06 월","2985.7","1496.1","1333.9","162.2","1489.6","50.1","10.8","44.7",
"계","20 - 24세","2014. 07 월","2990","1573.3","1421.8","151.4","1416.7","52.6","9.6","47.6",
"계","20 - 24세","2014. 08 월","2996.8","1537.6","1404.6","133","1459.2","51.3","8.6","46.9",
"계","20 - 24세","2014. 09 월","3000.4","1493","1352.4","140.6","1507.4","49.8","9.4","45.1",
"계","20 - 24세","2014. 10 월","3001","1485.6","1353.2","132.4","1515.4","49.5","8.9","45.1",
"계","20 - 24세","2014. 11 월","3006","1491.8","1361.3","130.5","1514.3","49.6","8.7","45.3",
